南星直播-日韩频道,#genre#
[俄罗斯联邦]ТВЭкстра(720p),http://live-1.otcnet.ru:80/tvextra720b/index.m3u8
[俄罗斯联邦]TVMChannel(576p),http://cdn-01.bonus-tv.ru:8080/tvm_edge/tracks-v1a1/index.m3u8
[俄罗斯联邦]ЛДПРТВ(480p)[854*480][854*480],http://46.46.143.222:1935/live/mp4:ldpr.stream_480p/playlist.m3u8
[俄罗斯联邦]ТВК24[640*360][640*360],http://air.tvk6.ru/tvk24/playlist.m3u8
[俄罗斯联邦]ТелплюсТВ(Астрахань)[640*360][640*360],http://streaming.astrakhan.ru/telplushd/playlist.m3u8
[俄罗斯联邦]Между.Net(Междуреченск)(720p),http://212.77.128.179:8089/www_mezhdunet/mezhdunet/playlist.m3u8
[俄罗斯联邦]Миллет[960*540][960*540],http://live.trkmillet.ru/millet/index.m3u8
[俄罗斯联邦]AmediaHit(1080p),https://sc.id-tv.kz/amedia_hit_hd_34_35.m3u8
[俄罗斯联邦]ТриАнгела[1280*722][1280*722],https://hls.tv.3angels.ru/stream/HQ.m3u8
[俄罗斯联邦]МирБелагорья(720p),http://mirbelogorya.ru:8080/mirbelogorya/index.m3u8
[俄罗斯联邦]МирБелогорья(720p),http://stream.tvbelgorod.ru:8080/mirbelogorya/index.m3u8
[卢旺达]RTVRwanda[854*480][854*480],http://197.243.19.131:1935/rtv/rtv/chunklist.m3u8
[沙特阿拉伯]PanoramaFM(1080p),https://shls-panoramafm-prod-dub.shahid.net/out/v1/66262e420d824475aaae794dc2d69f14/index.m3u8
[沙特阿拉伯]ALHOKAIRGroupTV,http://82.212.74.3:8000/live/7513.m3u8
[沙特阿拉伯]Asharq(1080p),https://bcsecurelivehls-i.akamaihd.net/hls/live/1021447/6203311941001/index.m3u8
[斯洛伐克]TVRužinov(1080p),http://lb.streaming.sk/tvruzinov/stream/playlist.m3u8
[斯洛伐克]WAUHD[960*540][960*540],https://nn.geo.joj.sk/live/hls/wau-540.m3u8
[斯洛伐克]TeleviziaOSEM(360p)[640*360][640*360],http://109.74.145.11:1935/tv8/mp4:tv8.stream_360p/playlist.m3u8
[斯洛伐克]TelevíziaOSEM(576p),http://109.74.145.11:1935/tv8/ngrp:tv8.stream_all/playlist.m3u8
[斯洛伐克]TVDK[864*486][864*486],http://80.94.54.11:1935/live/dolnykubin1/playlist.m3u8
[萨尔瓦多]TribunaTV(614p),https://cm.hostlagarto.com:4445/TRIBUNA-TV/tribuna.myStream/playlist.m3u8
[萨尔瓦多]WOWTV,http://cdn.elsalvadordigital.com:1935/wowtv/wowtv/playlist.m3u8
[土库曼斯坦]Asgabat[725*406][725*406],http://217.174.225.146/legacyhls/ch006_720/index.m3u8
[土库曼斯坦]TürkmenistanSport[725*406][725*406],http://217.174.225.146/hls/ch004_720/index.m3u8
[土库曼斯坦]TurkmenOwazy[402*226][402*226],http://217.174.225.146/legacyhls/ch005_400/index.m3u8
[土库曼斯坦]TurkmenistanSport[725*406][725*406],http://217.174.225.146/hls/ch004_720/index.m3u8?q=?seg-user-zona-iptv.ru-v1-a1.m3u8
[土库曼斯坦]TurkmenistanTV[725*406][725*406],http://217.174.225.146/legacyhls/ch007_720/index.m3u8
[土库曼斯坦]Miras[725*406][725*406],http://217.174.225.146/legacyhls/ch003_720/index.m3u8
[土库曼斯坦]Yaslyk[725*406][725*406],http://217.174.225.146/legacyhls/ch002_720/index.m3u8
[土库曼斯坦]AltynAsyr[725*406][725*406],http://217.174.225.146/legacyhls/ch001_720/index.m3u8
[突尼斯]TunisieImmobilierTV,https://5ac31d8a4c9af.streamlock.net/tunimmob/myStream/chunklist.m3u8
[突尼斯]SahelTV(720p),http://142.44.214.231:1935/saheltv/myStream/playlist.m3u8
[土耳其]SarıyerTV[640*360][640*360],http://s01.vpis.io/sariyer/sariyer.m3u8
[土耳其]Sat7Türk,https://svs.itworkscdn.net/sat7turklive/sat7turk.smil/playlist.m3u8
[土耳其]IBBTV(1080p),http://wowza.istweb.tv:1935/webtv/webtv_wowza1/playlist.m3u8
[土耳其]360TVSD,https://turkmedya-live.ercdn.net/tv360/tv360.m3u8
[土耳其]GüneşTVKibris[Not24/7],http://kuzeykibris.tv/m3u8/tv_gunes.m3u8
[土耳其]KanalTFHD,http://kuzeykibris.tv/m3u8/tv_kanalt.m3u8
[土耳其]MEDMÜZİK,http://137.74.205.201/medmuzik/MedStream/playlist.m3u8
[土耳其]SinopYildizTV[640*360][640*360],https://s01.vpis.io/sinopyildiz/sinopyildiz.m3u8
[土耳其]OGÜNTV[640*360][640*360],https://s01.vpis.io/ogun/ogun.m3u8
[土耳其]TV4HDTürkiye,https://turkmedya-live.ercdn.net/tv4/tv4_720p.m3u8
[土耳其]GençTV,http://kuzeykibris.tv/m3u8/tv_genc.m3u8
[乌克兰]100%News,http://85.238.112.40:8810/hls_sec/239.33.16.32-.m3u8
[乌克兰]ЯТБ[785*576][785*576],http://46.175.163.130/live_yatb/playlist.m3u8
[乌克兰]НТК,https://stream.ntktv.ua/s/ntk/ntk.m3u8
[乌克兰]ОбщественноеНезависимоеТелевидение,http://85.238.112.40:8810/hls_sec/239.33.75.33-.m3u8
[乌克兰]TravelGuideTV,http://cdn10.live-tv.od.ua:8081/leonovtv/test-abr/playlist.m3u8
[乌克兰]БалтаТВ[1365*768][1365*768],http://194.50.51.34/playlist.m3u8
[乌克兰]7канал,http://cdn10.live-tv.od.ua:8081/7tvod/7tvod/playlist.m3u8
[乌克兰]7канал(Одесса)(720p),http://cdn10.live-tv.od.ua:8081/7tvod/7tvod-abr/7tvod/7tvod/playlist.m3u8
[乌克兰]ИзмаилТВ,http://cdn10.live-tv.od.ua:8081/izod/izod-abr/playlist.m3u8
[乌克兰]Сварожичи(720p),http://80.91.177.102:1935/live/live1/playlist.m3u8
[乌克兰]СК1,http://cdn10.live-tv.od.ua:8081/sk1zt/sk1zt720p/playlist.m3u8
[乌克兰]СК1(Житомир)[640*360][640*360],http://cdn10.live-tv.od.ua:8081/sk1zt/sk1zt-abr/sk1zt/sk1zt360p/playlist.m3u8
[乌克兰]СК1HD,http://cdn10.live-tv.od.ua:8081/sk1zt/sk1zt-abr/sk1zt/sk1zt720p/playlist.m3u8
[乌克兰]ТИСТВ[Not24/7][853*480][853*480],http://cdn10.live-tv.od.ua:8081/riood/tisod-abr/riood/tisod504/playlist.m3u8
南星直播-海外频道,#genre#
[美国]NothingScripted(720p),https://30a-tv.com/NothingScripted.m3u8
[加拿大]QVTV(720p),https://qvmstream.tulix.tv/720p/720p/playlist.m3u8
[加拿大]AmazingDiscoveriesTV(720p)[1280*792][1280*792,https://uni01rtmp.tulix.tv/amazingdtv/amazingdtv/playlist.m3u8
[加拿大]5AABTV(720p),http://158.69.124.9:1935/5aabtv/5aabtv/playlist.m3u8
[加拿大]PardesiTV,http://stream.pardesitv.online/pardesi/index.m3u8
[库拉索岛]NosPaïs[640*360][640*360],http://highvolume04.streampartner.nl:1935/nos_pais_24_7/smil:livestream.stream.smil/playlist.m3u8
[美国]SantaandtheThreeBears(480p)[656*480][656*480],https://cloudfront.tubi.video/21df8036-fa23-49ff-9877-8af983546d2b/elw3phlf/stream.m3u8
[美国]WFTVChannel9-Florida-Orlando(720p),https://d3nzocdfkx2ybv.cloudfront.net/in/cmg-wftve2-hls-v3/live.m3u8
[美国]NBCNewsNowHD,http://nbcnews2.akamaized.net/hls/live/723426-b/NBCNewsPlaymaker24x7Linear99a3a827-ua/VIDEO_0_6596000.m3u8
[美国]NASATVMedia(720p),https://ntv2.akamaized.net/hls/live/2013923/NASA-NTV2-HLS/master.m3u8
[美国]NASATVPublic(720p),https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master.m3u8
[美国]Newsmax,http://nmxlive.akamaized.net/hls/live/529965/Live_1/index_720.m3u8
[美国]PAC12Insider(1080p)[640*360][640*360],https://pac12-samsungus.amagi.tv/playlist.m3u8
[美国]OANPlus(1080p)[720*404][720*404],http://oneamericanews-roku-us.amagi.tv/playlist.m3u8
[美国]3ABNProclaim!,https://moiptvhls-i.akamaihd.net/hls/live/652317/secure/master.m3u8
[美国]3ABNInternational,https://moiptvhls-i.akamaihd.net/hls/live/652312/secure/master.m3u8
[美国]3ABNDaretoDream,https://moiptvhls-i.akamaihd.net/hls/live/652313/secure/master.m3u8
[美国]3ABN,https://moiptvhls-i.akamaihd.net/hls/live/652042/secure/master.m3u8
[美国]NASATVPublic,https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master_2000.m3u8
[美国]Yo!MTV(720p),http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS01/master.m3u8
[美国]AmericanHorrors(480p)[600*360][600*360],http://170.178.189.66:1935/live/Stream1/playlist.m3u8
[美国]UCTV-UniversityofCalifornia(720p),https://59e8e1c60a2b2.streamlock.net/509/509.stream/playlist.m3u8
[美国]RedApple21(FairfaxCountyPublicSchools)[853*480,https://cs.ebmcdn.net/eastbay-live-hs-1/fcps/mp4:fcps/playlist.m3u8
[美国]3ABNPraiseHimMusicChannel,https://moiptvhls-i.akamaihd.net/hls/live/554145/secure/playlist.m3u8
[美国]3ABNKids,https://moiptvhls-i.akamaihd.net/hls/live/652318/secure/master.m3u8
[美国]OutsideTV(720p),https://outside-tv.samsung.wurl.com/manifest/playlist.m3u8
[美国]pocket.watch[426*240][426*240],https://pocketwatch-vizio.amagi.tv/playlist.m3u8
[美国]CCX1,http://156.142.85.152/live/WIFI-2096k-1080p/WIFI-2096k-1080p.m3u8
[美国]JBS[360*202][360*202],http://uni8rtmp.tulix.tv:1935/shalomtv-pc/smil:shalomtv.smil/master.m3u8
[美国]QVTV,https://qvmstream.tulix.tv/720p/720p/chunklist_w1600218747.m3u8
[美国]The360Channel[1280*640][1280*640],https://www.filmon.com/vr-streams/4136.high/playlist.m3u8
[美国]FunRoads(720p),http://104.143.4.5:2080/funroads.m3u8
[美国]TVSCipherNetwork(360p)[476*360][476*360],https://rpn1.bozztv.com/36bay2/gusa-tvsmystery/index.m3u8
[美国]TVSFrontPageDetective(360p)[480*360][480*360],https://rpn1.bozztv.com/36bay2/gusa-tvsfrontpagedetective/index.m3u8
[美国]BetterHealthTV[853*480][853*480],http://uni5rtmp.tulix.tv/betterhealth/betterhealth/chunklist_w848830638.m3u8
[美国]DivineVision(480p)[852*480][852*480],https://divineplayout-us2.tulix.tv/live/Stream1/.m3u8
[美国]BibleExplorations(480p)[720*540][720*540],http://stream.iphonewebtown.com:1935/bibleexplorations/bexplorationsmobile.stream/playlist.m3u8
[美国]KCWX[426*240][426*240],http://65.36.6.216:1935/live/kcwx.smil/chunklist_w1137540697_b350000_sleng.m3u8
[美国]WHOHTV-Hastings-On-Hudson-NY(360p)[480*360][48,http://stream.swagit.com/live-edge/hastingsonhudsonny/smil:std-4x3-1-a/playlist.m3u8
[美国]WhitePlainsCommunityMedia[640*360][640*360],http://stream.swagit.com/live-edge/whiteplainsny/smil:std-4x3-1-b/chunklist_w1456643228_b512000.m3u8
[美国]WhitePlainsCommunityMedia(360p)[640*360][640*3,https://stream.swagit.com/live-edge/whiteplainsny/smil:std-4x3-1-b/playlist.m3u8
[美国]WCAT22[480*360][480*360],https://frontdoor.wcat-tv.org:8686/live/live.m3u8
[美国]PartyTymeKaraoke[640*360][854*480],https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=64
[美国]30ATV(720p),https://30a-tv.com/feeds/xodglobal/30atv.m3u8
[美国]30AMusic(720p),https://30a-tv.com/music.m3u8
[美国]30ASidewalks(720p),https://30a-tv.com/sidewalks.m3u8
[美国]WCAT3[480*360][480*360],https://frontdoor.wcat-tv.org:8787/live/live.m3u8
[美国]30ATheBeachShow(720p),https://30a-tv.com/beachy.m3u8
[美国]30ADarcizzleOffshore(720p),https://30a-tv.com/darcizzle.m3u8
[美国]OutsideTV(1080p)[720*404][720*404],https://outsidetvplus-stirr.amagi.tv/playlist.m3u8
[美国]MyTimemovienetwork(Brazil)[640*360][640*360],https://appletree-mytime-samsungbrazil.amagi.tv/playlist.m3u8
[美国]SpydarTV(720p),https://simultv.s.llnwi.net/n4s4/Spydar/interlink.m3u8
[美国]MTVMistleYO!(720p),http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS08/master.m3u8
[美国]PursuitUp,https://pursuitup.samsung.wurl.com/manifest/playlist.m3u8
[美国]OneAmericaNews(OAN),http://n1.klowdtv.net/live1/oan_720p/chunks.m3u8
[美国]OANNOneAmericaNewsNetwork(720p),http://n1.klowdtv.net/live1/oan_720p/playlist.m3u8
[美国]Newsy,https://547f72e6652371c3.mediapackage.us-east-1.amazonaws.com/out/v1/e3e6e29095844c4ba7d887f01e44a5ef/index.m3u8
[美国]7NewsBoston(WHDH)(540p)[428*240][428*240],https://bcsecurelivehls-i.akamaihd.net/hls/live/598046/4744899807001_1/livestream/master.m3u8
[美国]QVCBeauty[960*540][960*540],http://live.qvcuk.simplestreamcdn.com/live/qvcuk_beauty_clean/bitrate1.isml/live.m3u8
[美国]QVC(540p)[960*540][960*540],http://live.qvcuk.simplestreamcdn.com/live/qvcuk_main_clean/bitrate1.isml/live.m3u8
美国ⅠCGTN (Opt-1),http://live.cgtn.com/500/prog_index.m3u8
美国  狗狗宠物,http://video.blivenyc.com/broadcast/prod/2061/22/file-3192k.m3u8
美国 3ABN Latino,http://uni5rtmp.tulix.tv:1935/bettervida/bettervida/playlist.m3u8
美国 ABC 15,https://content.uplynk.com/channel/9deaf22aaa33461f9cac22e030ed00ec.m3u8
美国 CinePride,https://content.uplynk.com/channel/e54d7e92a0154d67ae0770c9d4210e77.m3u8
美国 Comet,http://content.uplynk.com/channel/3e45c6b5354a40f787e0b2aadb0f5d6a.m3u8
美国 Dungeon,https://content.uplynk.com/channel/5688add7ce704ce1a27ab62bb44044b9.m3u8
美国 El Conflecto,https://content.uplynk.com/channel/c56a6c94a53843c79d3eca411d39f96f.m3u8
美国 Folk TV,https://584b0aa350b92.streamlock.net/folk-tv/myStream.sdp/playlist.m3u8
美国 Glendale 11,https://stream.swagit.com/live-edge/glendaleaz/smil:std-4x3-1-a/playlist.m3u8
美国 HTV 1 - Houston Television,https://stream.swagit.com/live-edge/houstontx/smil:hd-16x9-2-a/playlist.m3u8
美国 Mad Dog and Merrill (540p),https://rpn1.bozztv.com/36bay2/gusa-mwg/mono.m3u8
美国 MST3K,https://mst3k-redbox.amagi.tv/hls/amagi_hls_data_redboxAAA-mst3k/CDN/playlist.m3u8
美国 NBC News Now ,http://nbcnews2.akamaized.net/hls/live/723426-b/NBCNewsPlaymaker24x7Linear99a3a827-ua/master.m3u8
美国 OML on Revry,https://linear-73.frequency.stream/dist/localnow/73/hls/master/playlist.m3u8
美国 Pac 12 Insider,https://pac12-redbox.amagi.tv/hls/amagi_hls_data_pac-12AAA-pac12-redbox/CDN/playlist.m3u8?deviceid=&is_lat=&subp=RedboxdesktopWebWindows
美国 Screendreams,https://content.uplynk.com/channel/3e4b9cada2b74cf18977298804134a36.m3u8
美国 Stingray Pop Adult (STIRR),https://ott-linear-channels.stingray.com/hls/stirr/104.m3u8
美国 Stingray Rock Alternative (STIRR),https://ott-linear-channels.stingray.com/hls/stirr/102.m3u8
美国 Stingray Urban Beats (STIRR),https://ott-linear-channels.stingray.com/hls/stirr/133.m3u8
美国 TD Ameritrade Network,https://content.uplynk.com/channel/f9aafa1f132e40af9b9e7238bc18d128.m3u8
美国 TVS Tally Ho,https://rpn1.bozztv.com/36bay2/gusa-tvstallyho/index.m3u8
美国 VH1,https://content.uplynk.com/channel/36953f5b6546464590d2fcd954bc89cf.m3u8?ct=c&expand=simulcast_standard&exp=1529767847&rn=-811303751&cid=36953f5b6546464590d2fcd954bc89cf&tc=1&sig=
美国 Watch it Scream !,https://content.uplynk.com/channel/29aff31fecb848ab9044369db2d61642.m3u8
美国 Wu Tang Collection,https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=73
美国Free IPTV,http://stream.srg-ssr.ch/m/rsj/mp3_128
美国July.12.2018,http://stream.srg-ssr.ch/m/rsc_de/mp3_128
美国TVW2,http://d3ktuc8v2sjk6m.cloudfront.net/livetv/ngrp:TVW2_all/master.m3u8
美国购物QVC Beauty TV  UK,http://live.qvcuk.simplestreamcdn.com/live/qvcuk_beauty_clean/bitrate1.isml/3/prog_index.m3u8
美国购物QVC TV  UK,http://live.qvcuk.simplestreamcdn.com/live/qvcuk_main_clean/bitrate1.isml/3/prog_index.m3u8
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
[英国]KanshiTV,https://live.kanshitv.co.uk/mobile/kanshitvkey.m3u8
[美国]3ABNFrançais,https://moiptvhls-i.akamaihd.net/hls/live/652314/secure/master.m3u8
[美国]3ABNRussia,https://moiptvhls-i.akamaihd.net/hls/live/652316/secure/master.m3u8
[美国]KBSV/AssyriaSat,http://66.242.170.53/hls/live/temp/index.m3u8
[美国]ATDTV(AmericanTVofDardania),http://46.99.146.236/0.m3u8
[美国]AlientoVision[640*360][640*360],http://209.133.209.195:1935/AlientoSD/smil:AlientoSD.smil/playlist.m3u8
[美国]OmidJavedan,http://livestream.5centscdn.com/shaditv/23abe62a446fc05ce0a6c810f4045308.sdp/index.m3u8
[委内瑞拉]OxigenoTV(230p)[640*360][640*360],https://vcp.myplaytv.com/oxigenotv/oxigenotv/playlist.m3u8
[XK]PeaceTVAlbanian(PeaceTVShqip)[640*360][640*360,http://82.114.67.178:8081/hls/PeaceTV.m3u8
[也门]SuhailTV[1023*576][1023*576],http://82.212.74.98:8000/live/hls/7726.m3u8
[也门]AlerthAlnabawi[1023*576][1023*576],http://82.212.74.2:8000/live/7307.m3u8
智利 Retro Plus 2 ,https://59f1cbe63db89.streamlock.net:1443/retroplussenal2/retroplussenal2/playlist.m3u8
智利 Retro Plus ,https://59f1cbe63db89.streamlock.net:1443/retroplustv/retroplustv/playlist.m3u8
智利 TV COSTA,http://cdn.streamingmedia.cl:1935/live/canalcosta/playlist.m3u8
智利 Universidad Autónoma Temuco (UATV),https://unlimited1-us.dps.live/uatv/uatv.smil/playlist.m3u8
智利 VTV (Valle de Aconcagua),http://cdn.streamingmedia.cl:1935/live/vtv2/playlist.m3u8
加拿大ⅠThe Shopping Channel,http://tscstreaming-lh.akamaihd.net/i/TSCLiveStreaming_1@91031/master.m3u8
土耳其 ICEL TV,http://stream.taksimbilisim.com:1935/iceltv/bant1/playlist.m3u8
土耳其 Kanal 3,http://stream.taksimbilisim.com:1935/kanal3/bant1/playlist.m3u8
土耳其 MED MÜZİK,http://137.74.205.201/medmuzik/MedStream/playlist.m3u8
土耳其 Power TV,https://livetv.powerapp.com.tr/powerTV/powerhd.smil/playlist.m3u8
土耳其 Semerkand TV,https://b01c02nl.mediatriple.net/videoonlylive/mtisvwurbfcyslive/broadcast_58d915bd40efc.smil/playlist.m3u8
土耳其 TGRT BELGESEL,https://b01c02nl.mediatriple.net/videoonlylive/mtsxxkzwwuqtglive/broadcast_5fe462afc6a0e.smil/playlist.m3u8
土耳其 TGRT HABER,https://b01c02nl.mediatriple.net/videoonlylive/mtsxxkzwwuqtglive/broadcast_5fe4598be8e5d.smil/playlist.m3u8
土耳其 TV 41 (270p),http://stream.taksimbilisim.com:1935/tv41/smil:tv41.smil/playlist.m3u8
土耳其Cay TV,http://stream2.taksimbilisim.com:1935/caytv/bant1/CAYTV.m3u8
土库曼斯坦 Turkmenistan Sport,http://217.174.225.146/hls/ch004_720/index.m3u8?q=?seg-user-zona-iptv.ru-v1-a1.m3u8
乌克兰  M2 音乐频道,http://live.m2.tv/hls3/stream.m3u8
乌克兰 24 Канал,http://streamvideol1.luxnet.ua/news24/news24.stream/playlist.m3u8
乌克兰 Прямий,http://95.67.21.100/hls/prm_ua_hi/index.m3u8
乌克兰 ТВА Чернівці,http://hls.cdn.ua/tva.ua_live/livestream/playlist.m3u8
西班牙 betevé,https://cdnapisec.kaltura.com/p/2346171/sp/234617100/playManifest/entryId/1_n6442jz0/format/applehttp/.m3u8?referrer=aHR0cHM6Ly9iZXRldmUuY2F0
西班牙TVGaliciaEuropa,http://europa-crtvg.flumotion.com/playlist.m3u8
西班牙 中国环球,http://livees.cgtn.com/1000e/prog_index.m3u8
西班牙Navarra TV (Opt-2),http://nws.nice264.com/SmilLive/getLiveIOS.smil?stream=NTV_livenatvmb&system=NTV&protocol=http_cupertino/playlist.m3u8
希腊IonianChannel,http://stream.ioniantv.gr:8081/ionian/live/playlist.m3u8
新西兰Three,http://mediaworks-i.akamaihd.net/hls/live/220435/3812193411001/3news_live/master.m3u8
匈牙利 Hegyvidek Tv Budapest,http://tv.hegyvidek.hu/stream_mpeg.flv
意大利ⅠSuperTV,http://wms.shared.streamshow.it:1935/supertv/supertv/live.m3u8
斯洛伐克TVNZ,http://s1.media-planet.sk:80/live/novezamky/BratuMarian.m3u8
拉脱维亚RETV,http://edge-telia1.tiesraides.lv/live/retv.lv.1_1/playlist_b1825196.m3u8
拉脱维亚TVNet,http://player.tvnet.lv/stream/amlst:61659/chunklist_w1822312625_b528000_pd892000.m3u8
波兰ⅠTV Kujawy (Opt-1),http://stream.tvkujawy.pl:8080/live/broadcast.m3u8
丹麦ⅠTV2 Bornholm,http://live.tv2bornholm.dk/stream/live/chunklist.m3u8
丹麦ⅠTV2 Fyn,http://cdn-lt-hls-vod.tv2fyn.dk/fhls/p/1966291/sp/196629100/serveFlavor/entryId/0_yct7rqn3/v/2/flavorId/0_h2wfmuqm/name/a.mp4/index.m3u8
丹麦ⅠTV2 Lorry,http://cdn-lt-hls-vod.tv2lorry.dk/fhls/p/2045321/sp/204532100/serveFlavor/entryId/0_0u9letdh/v/1/flavorId/0_p5f7q6yf/name/a.mp4/index.m3u8
喀麦隆ⅠVision 4,http://cdnamd-hls-globecast.akamaized.net/live/ramdisk/vision4/hls_video/index.m3u8
阿根廷ⅠGarage TV,http://186.0.233.76:1935/Garage/smil:garage.smil/master.m3u8
秘鲁ⅠTV Peru,http://www.radiosargentina.com.ar/php/tvm3u.php?id=DIPE0003&mode=12
哥斯达黎加ⅠTelesur,http://k3.usastreams.com:1935/telesur/telesur/playlist.m3u8
荷兰 RTV Dordrecht,http://ms7.mx-cd.net/dtv-02/107-475823/RTV_Dordrecht.smil/chunklist_w1043703258_b1894400_slNLD.m3u8
花花公子蒙古,http://spacetv.in/stream/WUQP6BVK17/56.m3u8
加拿大 Stingray Classic Rock,https://ott-linear-channels.stingray.com/hls/stirr/101.m3u8
加拿大 Stingray Everything 80s,https://ott-linear-channels.stingray.com/hls/stirr/128.m3u8
加拿大 Stingray Flashback 70s,https://ott-linear-channels.stingray.com/hls/stirr/115.m3u8
加拿大 Stingray Hit List,https://ott-linear-channels.stingray.com/hls/stirr/107.m3u8
加拿大 Stingray Holiday Hits,https://ott-linear-channels.stingray.com/hls/stirr/155.m3u8
加拿大 Stingray Hot Country,https://ott-linear-channels.stingray.com/hls/stirr/108.m3u8
卢旺达 RTV Rwanda,http://197.243.19.131:1935/rtv/rtv/chunklist_w2093872577.m3u8
罗马尼亚 Alfa Omega TV (540p) [Not 24/7,http://s5.alfaomega.tv:1935/alfaomega/alfaomega1.sdp/playlist.m3u8
罗马尼亚 MEDIA REGIONAL,http://83.103.150.198:8080
秘鲁 Radio San Borja TV [Not 24/7,https://5c3fb01839654.streamlock.net:1963/iptvsanborja/livesanborjatv/playlist.m3u8
秘鲁 TV Noticias 7.3,http://www.radiosargentina.com.ar/php/tvm3u.php?id=DIPE0002&mode=12
秘鲁 TV Peru,http://www.radiosargentina.com.ar/php/tvm3u.php?id=DIPE0003&mode=12
摩纳哥 Monaco Info,https://webtvmonacoinfo.mc/live/prod_720/index.m3u8
墨西哥 TELERITMO,http://mdstrm.com/live-stream-playlist/57b4dc126338448314449d0c.m3u8?tecnotv.info?.m3u
彭博财经(美)Bloomberg TV,http://liveproduseast.akamaized.net/us/Channel-USTV-AWS-virginia-1/Source-USTV-1000-1_live.m3u8
[阿根廷]TierraMíaTV(480p),http://live-edge01.telecentro.net.ar/live/smil:trm.smil/playlist.m3u8
[阿根廷]MultivisiónFederal(720p),http://panel.dattalive.com:1935/8250/8250/playlist.m3u8
[阿根廷]Telemax(720p)[320*180][320*180],https://live-edge01.telecentro.net.ar/live/smil:tlx.smil/master.m3u8
[阿根廷]Canal4Balcarce[Not24/7][640*480][640*480],http://panel.dattalive.com:1935/8124/8124/playlist.m3u8
[ARAB]SAT-7ARABIC(720p),https://svs.itworkscdn.net/sat7arabiclive/sat7arabic.smil/playlist_dvr.m3u8
[ARAB]SAT-7KIDS(720p),https://svs.itworkscdn.net/sat7kidslive/sat7kids.smil/playlist_dvr.m3u8
[ARAB]NationalGeographicAbuDhabi(1080p)[320*180][3,https://admdn2.cdn.mangomolo.com/nagtv/smil:nagtv.stream.smil/playlist.m3u8
